CMDLINE /usr/local/opt/python@3.9/bin/python3.9 guardianbot.py -e
MEM 0.109375 1612186265.0629
MEM 16.347656 1612186265.1655
MEM 24.824219 1612186265.2696
MEM 28.066406 1612186265.3738
MEM 32.890625 1612186265.4764
MEM 39.871094 1612186265.5791
MEM 40.160156 1612186265.6808
MEM 45.851562 1612186265.7849
MEM 48.992188 1612186265.8854
MEM 54.726562 1612186265.9884
MEM 62.972656 1612186266.0910
MEM 73.023438 1612186266.1948
MEM 78.960938 1612186266.2960
MEM 85.835938 1612186266.3964
MEM 88.914062 1612186266.5004
MEM 93.953125 1612186266.6019
MEM 96.554688 1612186266.7021
MEM 102.199219 1612186266.8023
MEM 109.726562 1612186266.9040
MEM 117.472656 1612186267.0091
MEM 126.527344 1612186267.1134
MEM 138.890625 1612186267.2150
MEM 146.140625 1612186267.3154
MEM 158.390625 1612186267.4159
MEM 207.378906 1612186267.5184
MEM 319.339844 1612186267.6207
MEM 418.933594 1612186267.7231
MEM 522.792969 1612186267.8270
MEM 634.710938 1612186267.9321
MEM 744.285156 1612186268.0363
MEM 851.582031 1612186268.1392
MEM 861.863281 1612186268.2425
MEM 933.925781 1612186268.3443
MEM 1041.343750 1612186268.4484
MEM 1139.152344 1612186268.5491
MEM 1251.582031 1612186268.6541
MEM 1363.070312 1612186268.7578
MEM 1456.003906 1612186268.8582
MEM 1548.796875 1612186268.9603
MEM 1644.593750 1612186269.0638
MEM 1660.324219 1612186269.1691
MEM 1660.324219 1612186269.2697
MEM 1660.324219 1612186269.3718
MEM 1660.324219 1612186269.4724
MEM 1660.324219 1612186269.5729
MEM 1660.324219 1612186269.6759
MEM 1660.324219 1612186269.7762
MEM 1660.324219 1612186269.8764
MEM 1697.312500 1612186269.9787
MEM 1737.710938 1612186270.0839
MEM 1775.308594 1612186270.1858
MEM 1811.910156 1612186270.2877
MEM 1848.804688 1612186270.3925
MEM 1884.671875 1612186270.4929
MEM 1922.085938 1612186270.5975
MEM 1955.500000 1612186270.7021
MEM 2082.316406 1612186270.8058
MEM 2250.882812 1612186270.9064
MEM 2316.464844 1612186271.0092
MEM 2478.238281 1612186271.1096
MEM 2545.265625 1612186271.2099
MEM 2551.164062 1612186271.3132
MEM 2295.164062 1612186271.4142
MEM 2277.015625 1612186271.5168
MEM 2300.492188 1612186271.6221
MEM 2479.289062 1612186271.7249
MEM 2675.847656 1612186271.8259
MEM 2853.617188 1612186271.9266
MEM 3049.109375 1612186272.0275
MEM 3269.957031 1612186272.1315
MEM 3269.957031 1612186272.2327
MEM 3269.957031 1612186272.3333
MEM 3269.957031 1612186272.4337
MEM 2733.285156 1612186272.5361
MEM 2694.160156 1612186272.6390
MEM 2882.312500 1612186272.7431
MEM 2800.906250 1612186272.8435
MEM 2719.644531 1612186272.9457
MEM 2917.476562 1612186273.0512
MEM 2094.167969 1612186273.1536
MEM 2094.167969 1612186273.2549
MEM 2094.167969 1612186273.3551
MEM 2094.167969 1612186273.4593
MEM 2094.167969 1612186273.5642
MEM 2094.167969 1612186273.6672
MEM 2094.167969 1612186273.7682
MEM 2094.167969 1612186273.8696
MEM 2094.167969 1612186273.9705
MEM 2094.167969 1612186274.0709
MEM 2094.167969 1612186274.1759
MEM 2094.167969 1612186274.2770
MEM 2094.167969 1612186274.3773
MEM 2094.167969 1612186274.4824
MEM 2094.167969 1612186274.5862
MEM 2094.167969 1612186274.6910
MEM 2094.167969 1612186274.7923
MEM 2094.167969 1612186274.8947
MEM 2094.167969 1612186274.9966
MEM 2094.167969 1612186275.1005
MEM 2094.167969 1612186275.2036
MEM 2094.167969 1612186275.3072
MEM 2094.167969 1612186275.4094
MEM 2094.167969 1612186275.5142
MEM 2094.167969 1612186275.6166
MEM 2094.167969 1612186275.7217
MEM 2094.167969 1612186275.8252
MEM 2094.167969 1612186275.9280
MEM 2094.167969 1612186276.0331
MEM 2094.167969 1612186276.1362
MEM 2094.167969 1612186276.2381
MEM 2094.167969 1612186276.3427
MEM 2094.167969 1612186276.4452
MEM 2094.167969 1612186276.5504
MEM 2094.167969 1612186276.6512
MEM 2094.167969 1612186276.7540
MEM 2094.167969 1612186276.8585
MEM 2094.167969 1612186276.9589
MEM 2094.167969 1612186277.0642
MEM 2094.167969 1612186277.1672
MEM 2094.167969 1612186277.2700
MEM 2094.167969 1612186277.3750
MEM 2094.167969 1612186277.4755
MEM 2094.167969 1612186277.5792
MEM 2094.167969 1612186277.6832
MEM 2094.167969 1612186277.7882
MEM 2094.167969 1612186277.8919
MEM 2094.167969 1612186277.9947
MEM 2094.167969 1612186278.0959
MEM 2094.167969 1612186278.2006
MEM 2094.167969 1612186278.3046
MEM 2094.167969 1612186278.4094
MEM 2094.167969 1612186278.5143
MEM 2094.167969 1612186278.6176
MEM 2094.167969 1612186278.7218
MEM 2094.167969 1612186278.8222
MEM 2094.167969 1612186278.9243
MEM 2094.167969 1612186279.0253
MEM 2094.167969 1612186279.1279
MEM 2094.167969 1612186279.2303
MEM 2094.167969 1612186279.3339
MEM 2094.167969 1612186279.4354
MEM 2094.167969 1612186279.5402
MEM 2094.167969 1612186279.6428
MEM 2094.167969 1612186279.7453
MEM 2094.167969 1612186279.8506
MEM 2094.167969 1612186279.9549
MEM 2094.167969 1612186280.0594
MEM 2094.167969 1612186280.1643
MEM 2094.167969 1612186280.2666
MEM 2094.167969 1612186280.3711
MEM 2094.167969 1612186280.4761
MEM 2094.167969 1612186280.5766
MEM 2094.167969 1612186280.6771
MEM 2094.167969 1612186280.7775
MEM 2094.167969 1612186280.8785
MEM 2094.167969 1612186280.9813
MEM 2094.167969 1612186281.0866
MEM 2094.167969 1612186281.1882
MEM 2094.167969 1612186281.2910
MEM 2094.167969 1612186281.3944
MEM 2094.167969 1612186281.4964
MEM 2094.167969 1612186281.6006
MEM 2094.167969 1612186281.7012
MEM 2094.167969 1612186281.8066
MEM 2094.167969 1612186281.9094
MEM 2094.167969 1612186282.0143
MEM 2094.167969 1612186282.1182
MEM 2094.167969 1612186282.2216
MEM 2094.167969 1612186282.3252
MEM 2094.167969 1612186282.4269
MEM 2094.167969 1612186282.5281
MEM 2094.167969 1612186282.6303
MEM 2094.167969 1612186282.7315
MEM 2094.167969 1612186282.8338
MEM 2094.167969 1612186282.9364
MEM 2094.167969 1612186283.0414
MEM 2094.167969 1612186283.1417
MEM 2094.167969 1612186283.2459
MEM 2094.167969 1612186283.3511
MEM 2094.167969 1612186283.4520
MEM 2094.167969 1612186283.5551
MEM 2094.167969 1612186283.6585
MEM 2094.167969 1612186283.7590
MEM 2094.167969 1612186283.8635
MEM 2094.167969 1612186283.9686
MEM 2094.167969 1612186284.0739
MEM 2094.167969 1612186284.1777
MEM 2094.167969 1612186284.2829
MEM 2094.167969 1612186284.3847
MEM 2094.167969 1612186284.4865
MEM 2094.167969 1612186284.5874
MEM 2094.167969 1612186284.6915
MEM 2094.167969 1612186284.7922
MEM 2094.167969 1612186284.8966
MEM 2094.167969 1612186285.0004
MEM 2094.167969 1612186285.1048
MEM 2094.167969 1612186285.2094
MEM 2094.167969 1612186285.3144
MEM 2094.167969 1612186285.4193
MEM 2094.167969 1612186285.5200
MEM 2094.167969 1612186285.6220
MEM 2094.167969 1612186285.7246
MEM 2094.167969 1612186285.8254
MEM 2094.167969 1612186285.9284
MEM 2094.167969 1612186286.0304
MEM 2094.167969 1612186286.1339
MEM 2094.167969 1612186286.2369
MEM 2094.167969 1612186286.3418
MEM 2094.167969 1612186286.4459
MEM 2094.167969 1612186286.5469
MEM 2094.167969 1612186286.6517
MEM 2094.167969 1612186286.7571
MEM 2094.167969 1612186286.8584
MEM 2094.167969 1612186286.9636
MEM 2094.167969 1612186287.0684
MEM 2094.167969 1612186287.1708
MEM 2094.167969 1612186287.2731
MEM 2094.167969 1612186287.3766
MEM 2094.167969 1612186287.4820
MEM 2094.167969 1612186287.5848
MEM 2094.167969 1612186287.6871
MEM 2094.167969 1612186287.7915
MEM 2094.167969 1612186287.8953
MEM 2094.167969 1612186287.9964
MEM 2094.167969 1612186288.1018
MEM 2094.167969 1612186288.2029
MEM 2094.167969 1612186288.3081
MEM 2094.167969 1612186288.4102
MEM 2094.167969 1612186288.5107
MEM 2094.167969 1612186288.6144
MEM 2094.167969 1612186288.7154
MEM 2094.167969 1612186288.8179
MEM 2094.167969 1612186288.9208
MEM 2094.167969 1612186289.0223
MEM 2094.167969 1612186289.1251
MEM 2094.167969 1612186289.2304
MEM 2094.167969 1612186289.3318
MEM 2094.167969 1612186289.4372
MEM 2094.167969 1612186289.5426
MEM 2094.167969 1612186289.6466
MEM 2094.167969 1612186289.7518
MEM 2094.167969 1612186289.8566
MEM 2094.167969 1612186289.9584
MEM 2094.167969 1612186290.0601
MEM 2094.167969 1612186290.1611
MEM 2094.167969 1612186290.2620
